method,m,learnable_phi,n,compression_ratio,eval_accuracy,chance_accuracy,final_train_loss,phi_participation_before,phi_participation_after,phi_row_max_share_before,phi_row_max_share_after
standard_attention,,,17,1.0,1.0,0.03125,0.003138687927275896,,,,
csat_attention,2.0,False,17,8.5,0.080078125,0.03125,3.4376773834228516,0.4395996332168579,0.4395996332168579,0.1449689120054245,0.1449689120054245
csat_attention,4.0,False,17,4.25,0.0751953125,0.03125,3.452218532562256,0.4273829460144043,0.4273829460144043,0.14581766724586487,0.14581766724586487
csat_attention,8.0,False,17,2.125,0.041015625,0.03125,3.415043830871582,0.42556801438331604,0.42556801438331604,0.14781557023525238,0.14781557023525238
csat_attention,16.0,False,17,1.0625,0.07421875,0.03125,3.457226514816284,0.3750220239162445,0.3750220239162445,0.16581496596336365,0.16581496596336365
csat_attention,2.0,True,17,8.5,0.1669921875,0.03125,2.9693591594696045,0.4395996332168579,0.4157963991165161,0.1449689120054245,0.15301024913787842
csat_attention,4.0,True,17,4.25,0.21875,0.03125,2.564735174179077,0.4273829460144043,0.3259207606315613,0.14581766724586487,0.18956810235977173
csat_attention,8.0,True,17,2.125,0.1982421875,0.03125,2.4079174995422363,0.42556801438331604,0.3997288942337036,0.14781557023525238,0.15069088339805603
csat_attention,16.0,True,17,1.0625,0.91796875,0.03125,0.23456637561321259,0.3750220239162445,0.21884630620479584,0.16581496596336365,0.2349359691143036
